﻿﻿Username;Created At;Tweet Text;Tweet ID;Label;Tanggal Labeling
﻿nan;28/03/2025 14.32;Karena setiap anak Indonesia berhak tumbuh optimal. Makan Bergizi Gratis adalah investasi untuk masa depan bangsa! #PenuhiGiziIndonesia #PapuaNKRI #MBGdiPapua #MBGPapua https://t.co/cZ2TlptsMd;1,91E+34;POSITIVE;26/01/2026
﻿nan;05/02/2025 12.23;Ini mah udah tolol namanya dzalim jg masuknya. Efisiensi mah yg macam-macam seremonial mobil dinas pejabat yg ga penting-penting amat. Yg buat pelayanan hak pegawai yg bersangkutan sama kepentingan umum mah ya jangan lah. Kocak. Lebih kocak lg kalo uangnya dipake buat MBG.;1,89E+32;NEGATIVE;26/01/2026
﻿nan;26/06/2025 22.02;@moluccas97 @ardisatriawan @AskPerplexity @AskMerlinAI Biaya pendidikan gratis di Indonesia dari TK sampai kuliah diperkirakan lebih mahal dibandingkan anggaran Makan Bergizi Gratis (MBG). Anggaran MBG 2025 berkisar Rp71 triliun hingga Rp171 triliun (USD 4 36 miliar - USD 10 51 miliar). Sementara itu anggaran pendidikan saat ini;1,94E+34;NEUTRAL;26/01/2026
﻿nan;15/05/2025 23.16;subuh ini ngobrol sama mertua yg ditawarin bisnis MBG karena mantunya punya dapur catering. ini adalah tawaran ke-5 yg masuk ke saya untuk menjadi vendor MBG. literaly dikejar-kejar;1,92E+34;NEUTRAL;26/01/2026
﻿nan;05/07/2025 14.53;MBG nutrisi adil untuk semua anak. #MakanBergiziGratis #ManfaatMBG #CegahStunting #DukungMBG #IndonesiaEmas2045 https://t.co/cLxY02xCoG;1,94E+34;POSITIVE;26/01/2026
﻿nan;17/02/2025 17.04;Aparat Di Papua Nembak Siswa-siswi Tolak ( MBG. Sebelumnya Menteri Pigai menyoroti maraknya penembakan yang dilakukan aparat keamanan beberapa waktu belakangan ini. Ia pun meminta agar TNI dan Polri mengevaluasi penggunaan senjata api. https://t.co/PvyJADNqlg https://t.co/8oSjjmHBr6;1,89E+33;NEGATIVE;26/01/2026
﻿nan;26/05/2025 04.25;di padang lagi ada yang nawarin kerja buat persiapan makan gratis ( program mbg) emg usianya macam sih yang di terima tapi syarat masuknya pake uang 100k dan cuma kk ktp.. asli ga si? dan gajinya ump padang yaa.. Pliss kasi pencerahan;1,93E+34;NEUTRAL;26/01/2026
﻿nan;01/03/2025 21.54;Makan Bergizi Gratis (MBG) dapat memenuhi kebutuhan gizi yang tepat bagi seluruh anak Indonesia MBG juga tidak hanya mengatasi food waste tetapi juga menyasar masalah ketimpangan distribusi pangan. #MakanBergiziGratis https://t.co/lwmTHkLG0p;1,90E+34;POSITIVE;26/01/2026
﻿nan;12/04/2025 12.23;Makan bergizk gratis (MBG) selaras dengan upaya pencegahan stunting yang terus dilakukan. Melalui gizi yang cukup anak menjadi sehat dan hebat. Sesuap hari ini adalah selangkah maju menuju masa depan hebat. #MBGWujudkanGenerasiSehat Palace Persija JAYSANT ON CALL Minggu https://t.co/G6XF6hvYfj;1,91E+33;POSITIVE;26/01/2026
﻿nan;03/09/2025 12.50;Ini soal bunga hutang dan kerugian KCIC belum lagi IKN mangkrak 150T. MBG (365T) Koperasi Merah Putih (400T) dan Kabinet Gemuk @prabowo (777M) ini lebih lagi membenani APBN.;1,96E+32;NEUTRAL;26/01/2026
﻿nan;16/03/2025 03.17;Esai Foto: Mengelola Sampah Sisa MBG untuk Keberlanjutan Lingkungan #newsupdate #update #news #text https://t.co/HJyemozc4K;1,90E+33;NEUTRAL;26/01/2026
﻿nan;20/07/2025 14.54;Program Makan Bergizi Gratis telah menjangkau 3 26 juta orang hingga April 2025 Langkah nyata pemerintah untuk pemenuhan gizi masyarakat #MBG https://t.co/VITfV9sDaD;1,95E+33;POSITIVE;26/01/2026
﻿nan;08/06/2025 13.40;Momen Menhan dan Menkeu Kunjungi Nduga Papua Pegunungan Pakai Rompi Anti Peluru Bahas MBG? https://t.co/tT4HLp5vdw;1,93E+34;NEUTRAL;26/01/2026
﻿nan;25/03/2025 11.55;Kebijakan2 pemerintah RUU TNI Danantara sampai program MBG menjadi pemicunya Adakah pemangku jabatan pura2 buta dg fakta ini ? https://t.co/8PAR7BGxMg;1,90E+32;NEUTRAL;26/01/2026
﻿nan;11/06/2025 06.29;sekolah ku...baru...dapet...mbg....;1,93E+32;NEUTRAL;26/01/2026
﻿nan;06/01/2025 16.39;Aku ngerasa isu soal pelatib timnas bola hari ini itu strategi pengalihan isu dari terbukanya bobrok program makan bergizi gratis di hari pertama. Masalah scam MBG ini artinya memang sengaja mau ditutupi dengan isu yang lebih memancing atensi orang.;1,88E+33;NEGATIVE;26/01/2026
﻿nan;12/04/2025 03.31;Kerja nyata IDSurvey dalam mendukung MBG bukan hanya layak diapresiasi tapi juga jadi inspirasi. Langkah kecil untuk perubahan besar #IDSurveySiapDukungMBG https://t.co/SzrgojuDGO;1,91E+33;POSITIVE;26/01/2026
﻿nan;31/03/2025 11.48;salut buat program MBG masa depan cerah https://t.co/8VYavVU1QY;1,91E+34;POSITIVE;26/01/2026
﻿nan;19/08/2025 11.47;Menaikan anggaran MBG elit menaikan gaji guru dan dosen syulit;1,96E+34;NEGATIVE;26/01/2026
﻿nan;29/06/2025 22.48;Dari awal sudah banyak opini bahwa cara menjalankan program MBG ini rentan dikorupsi tapi tak didengar.;1,94E+34;NEGATIVE;26/01/2026
﻿nan;03/09/2025 10.30;Tetap saja pajak naik Tetap saja koruptor keliaran Tetap saja rakyat dipukuli Masih saja MBG meracuni Masih saja harus ada yang mati Masih saja masyarakat adat diperalat Masih saja SDA belum dinikmati rakyat Istana bagi penghargaan dan bintang jasa -omon- https://t.co/ZBRk1D7Zit;1,96E+34;NEGATIVE;26/01/2026
﻿nan;30/09/2025 23.45;Nggak perlu ompreg atau wadah stenlis yg mewah cukup piring biasa tp sdh bertahun tahun tdk ada yg keracunan Malah harganya lbh murah dr MBG https://t.co/o7xCX6alNL;1,97E+34;NEGATIVE;26/01/2026
﻿nan;08/02/2025 11.55;IKN dan MBG be like;1,89E+32;NEUTRAL;26/01/2026
﻿nan;23/02/2025 11.50;Buzzer pada belain efisiensi buat MBG ternyata cuma porsi kecil sisanya buat danantara.. hei indonesia? Goblokmu meh mandek kapan?;1,89E+34;NEGATIVE;26/01/2026
﻿nan;27/09/2025 22.11;Kiri gizi seimbang kanan keracunan mbg;1,97E+34;NEUTRAL;26/01/2026
﻿nan;09/01/2025 14.00;Makan Bergizi Gratis (MBG) adalah janji kampanye. Tapi saya sebagai rakyat setuju jika tidak dilanjutkan. Enggak apa-apa. Dan saya mendukung Presiden Prabowo bersikap terhadap Jokowi: enough is enough.;1,88E+33;NEGATIVE;26/01/2026
﻿nan;05/06/2025 11.59;Yuk dukung terus MBG! Anak sehat dan cerdas ekonomi lokal jalan Indonesia maju. #ProgramMakanBergiziGratis https://t.co/HoJvJVEQnH;1,93E+33;POSITIVE;26/01/2026
﻿nan;09/01/2025 19.17;Udah banyak diserang kok tumben belom ada yang teriak bom dapur vendor MBG buang rame-rame makanannya tanpa dicicip dulu serang truk delivery-nya dsb? Kayaknya demo peringatan darurat baru sehari udah ada yg teriak bakar Istana Negara boikot Alfamart Indomie dll;1,88E+34;NEGATIVE;26/01/2026
﻿nan;23/10/2025 01.31;SPPG bertugas mengelola dapur menyediakan bahan baku dan memproduksi makanan bergizi sesuai standar yg telah ditetapkan. Distribusi: Makanan yang telah diproduksi kemudian didistribusikan kepada sasaran program MBG Kerja nyata SPPG untuk negeri #LanjutkanMBG #كاريزما76 https://t.co/7EsmCSdapk;1,98E+33;NEUTRAL;26/01/2026
﻿nan;15/01/2025 12.27;Persatuan Wartawan Indonesia (PWI) Kabupaten Lombok Timur Nusa Tenggara Barat (NTB) mengecam keras aksi intimidasi dan arogansi petugas dapur Makan Bergizi Gratis (MBG) di Desa Rumbuk yang melarang tugas peliputan wartawan terkait program MBG. Menghalangi wartawan yang https://t.co/5n0iI8hOPG;1,88E+34;NEGATIVE;26/01/2026
﻿nan;27/04/2025 15.57;@don_julR kalau kasusnya saya beli makan di resto trus saya keracunan makanan dan terbukti resto tersebut lalai untuk patuh terhadap standar keamanan pangan maka saya bisa tuntut perusahaan ybs pake uu perlindungan konsumen. Masalahnya MBG tuh yg jalanin pemerintah lawan lo negara bos;1,92E+33;NEUTRAL;26/01/2026
﻿nan;22/03/2025 22.29;@hnirankara Jabatan boleh Kepala Badan Gizi Nasional tapi soal ngasih pernyataan macam orang kurang gizi. Kata gua sih MBG buat pejabat² dungu modelan begini biar otaknya ada isi sedikit. Tapi ga ikhlas pajaknya. Sudahlah paling benar itu pendidikan gratis supaya gedenya ga kek beliau.;1,90E+34;NEGATIVE;26/01/2026
﻿nan;18/01/2025 15.15;siswa keracunan makan dari program makan bergizi gratis https://t.co/9RveYUJrGL;1,88E+33;NEGATIVE;26/01/2026
﻿nan;09/01/2025 20.51;makan bergizi gratis MBG kurang MSG tapi ga pake MSG pun sehat;1,88E+34;POSITIVE;26/01/2026
﻿nan;12/04/2025 17.32;@AgungLa03498428 @kumparan Keren banget! Program Makan Bergizi Gratis (MBG) di Papua ini benar-benar jadi game changer. Banyak anak-anak yang tadinya kekurangan gizi sekarang punya energi buat belajar dan bermain. Nutrisi bukan cuma soal makanan tapi soal masa depan #MBG #PapuaSehat #NutrisiUntuk;1,91E+34;POSITIVE;26/01/2026
﻿nan;14/07/2025 11.26;Program Makan Bergizi Gratis (MBG) hadir sebagai langkah nyata mencetak generasi sehat cerdas dan tangguh. Ayo dukung MBG demi masa depan anak-anak Indonesia yang lebih gemilang! #DukungMBG #GenerasiEmas #AnakSehatPintar https://t.co/wrL1anYv3e;1,94E+34;POSITIVE;26/01/2026
﻿nan;31/08/2025 07.31;@Dahnilanzar Lu sering lihat berita anak-anak keracunan MBG kan nil?.... Lu sering lihat berita hentikan MBG agar beban negara tidak jebol dan alihkan ke program lain selain MBG kan nil?.. emang didengar?.. kagak... Malah rakyat kecil subsidi gas 3kg aja mau diacak acak lagi..;1,96E+33;NEGATIVE;26/01/2026
﻿nan;23/02/2025 13.38;Banyaknya dukungan Tokoh pada program Makan Bergizi Gratis (MBG)#PenuhiGiziIndonesia https://t.co/cK1aJGxcz4;1,89E+34;POSITIVE;26/01/2026
﻿nan;24/05/2025 17.54;EHHH ANJIR UDAH NAPA PLISS BERENTIIN DULU TERUS EVALUASI MENYELURUH BUSETTTT. EH PRABOWO LO PENGEN SAMPE ADA ANAK MATI GARA2 MBG KAHHH????;1,93E+31;NEGATIVE;26/01/2026
﻿nan;24/10/2025 22.54;@tanyarlfes Gak bisa baca yah itu tanggal nya kadaluarsa nya ajah Juni 2026 baca kak jangan salahin Mulu soal mbg emang kamunya ajh gak cocok sama susu;1,98E+33;NEGATIVE;26/01/2026
﻿nan;02/01/2025 09.00;Aksi penipuan berupa orderan fiktif program makan bergizi gratis (MBG) marak di Kabupaten Bojonegoro Jawa Timur. Dalam surat fiktif yang beredar pelaku memalsukan tanda tangan Dandim 0813 Bojonegoro Letkol Czi Arief Rochman Hakim kop TNI Angkatan Darat dan Badan Gizi Nasional https://t.co/3e2aLJZEu3;1,87E+34;NEUTRAL;26/01/2026
﻿nan;13/03/2025 16.26;Gue setuju pemotongan anggaran berkedok efisiensi ini kalo duitnya dipake bukan buat Danantata bukan buat MBG tapi buat pengadaan bodycam buat seluruh anggota polisi di Indonesia.;1,90E+34;NEGATIVE;26/01/2026
﻿nan;28/03/2025 08.16;IMO Ini salah strategi (komunikasi) MBG. MBG dinarasikan memecahkan masalah kemiskinan dan employment. Padahal harusnya stick saja ke tujuan utama i.e. meningkatkan gizi anak dan ibu hamil dan learning outcome yang bersifat jangka panjang. Jadi terjebak narasinya sendiri kan?;1,91E+33;NEUTRAL;26/01/2026
﻿nan;12/04/2025 11.15;wah sip ya #IDSurveySiapDukungMBG lho akan ikut mensuskeskan program makan bergizi gratis https://t.co/F5biAWiNo1;1,91E+33;POSITIVE;26/01/2026
﻿nan;30/05/2025 10.46;Evaluasi dan Perluasan Daerah Program Makan Bergizi Gratis terus dilakukan untuk mewujudkan generasi unggul menuju Indonesia Emas 2045. #mbg #makanbergizigratis #generasiunggul #indonesiaemas2045 https://t.co/KOsPLDj15g;1,93E+32;POSITIVE;26/01/2026
﻿nan;09/10/2025 18.17;Masyarakat Kini Dipastikan Bisa Lebih Tenang Saat Makan MBG Berkat Sertifikasi #ChefProfesionalMBG https://t.co/bj5qNeLj3M;1,98E+34;NEUTRAL;26/01/2026
﻿nan;23/06/2025 14.17;program MBG yg bisa dipercaya cuma Makan Bersama Gita;1,94E+34;NEGATIVE;26/01/2026
﻿nan;31/08/2025 15.20;Koperasi merah putih MBG beracun Food estate . Sebenarnya banyak program Prabowo yg gagal (dan digagalkan) Tapi para pembantunya gak ada yg melaporkan apa adanya . @Prabowo hidup di engineered skizofernia yg dibuatnya sendiri;1,96E+33;NEGATIVE;26/01/2026
﻿nan;12/04/2025 14.52;Makan Bergizi Gratis mampu mendukung peningkatan kualitas gizi pada anak yang berdampak pada membaiknya kualitas tumbuh kembang anak #ProgramMBG #DukungMBG #MakanBergiziGratis #IndonesiaEmas2045 https://t.co/lV7N7aH6JQ;1,91E+34;POSITIVE;26/01/2026
﻿nan;30/05/2025 23.21;Sekertaris Dewan Adat Suku Moi Benhur Yoboisembut mendukung Program Makan Bergizi Gratis di Papua #papua #papuatengah #papuahits #jayapura #nabire #jayawijaya #merauke #mbg #mbgpapua #MBGMajukanPapua https://t.co/P7mM0t39il;1,93E+33;NEUTRAL;26/01/2026
﻿nan;19/03/2025 10.38;Tengok wo program MBG mu menghasilkan anak seperti ini️;1,90E+32;NEGATIVE;26/01/2026
﻿nan;09/10/2025 23.14;Program sebagus apa pun pasti ada kelemahan nah kita masyarakat seharusnya membantu menyelesaikan kelemahan itu maju bersama rakyat dgn program MBG https://t.co/F5zo252yhu;1,98E+34;POSITIVE;26/01/2026
﻿nan;23/10/2025 05.34;Program MBG mendorong perluasan lapangan kerja melalui kegiatan pembangunan fasilitas gizi produksi pangan sehat dan pemberdayaan masyarakat di berbagai daerah. #MBG #LapanganKerja #SPPG https://t.co/DXg7jrH5gj;1,98E+34;POSITIVE;26/01/2026
﻿nan;05/06/2025 23.29;Lah emang 02 dan pro pemerintah anjing dan tolol kok Negara udah segelap ini orang pada kena layoff pengangguran dimana mana banyak yg keracunan mbg terus skrng raja ampat mau dirusak juga IKN apa kabar IKN? Kurang anjing apa semua ini coba;1,93E+34;NEGATIVE;26/01/2026
﻿nan;06/10/2025 23.40;Badan Gizi Nasional (BGN) melaporkan capaian signifikan dari Program Makan Bergizi Gratis (MBG) yang telah menjangkau lebih dari 5.208.939 penerima manfaat di seluruh Indonesia. https://t.co/qn4GBDXj3H;1,98E+34;NEUTRAL;26/01/2026
﻿nan;17/02/2025 23.55;Jadi paham kan... MBG itu penting biar otak maksimal dan bukannya dihemat https://t.co/C9webSQ9XE;1,89E+34;NEGATIVE;26/01/2026
﻿nan;01/08/2025 02.57;Program Makan Bergizi Gratis adalah investasi terbaik untuk generasi muda. Target 20 juta penerima. #MakanBergiziGratis #MBG https://t.co/TEsIei2zsK;1,95E+33;POSITIVE;26/01/2026
﻿nan;31/08/2025 09.43;"kalian sadar ga sih gara gara pak prabowo kalian jadi ga pake bensin oplosan lagi oke mbg besi lu ga food grade 223 siswa di bogor keracunan mbg/salmonella Donald trump full akses indonesia deal 19% dan mereka ga bayar apa apa &gt;&gt;";1,96E+33;NEGATIVE;26/01/2026
﻿nan;01/03/2025 18.44;Terima Kasih Pak Prabowo Atas Program Makan Bergizi Gratis #makanbergizigratis #mbg #papua https://t.co/dwmhWBB5tT;1,90E+34;POSITIVE;26/01/2026
﻿nan;08/07/2025 14.51;Program MBG Tingkatkan Gizi Para Generasi Penerus https://t.co/kHsRB0AGra;1,94E+34;POSITIVE;26/01/2026
﻿nan;15/05/2025 21.19;@evsspoir Badan Gizi Nasional dan Prabowo serius dalam meratakan akses makanan bergizi dengan dapur MBG di Jayapura;1,92E+34;POSITIVE;26/01/2026
﻿nan;20/02/2025 21.36;Jangan Terprovokasi Hoax. Waspadai penolakan program Makan bergizi gratis di Papua ditunggangi kelompok berkepentingan #visipresidenprabowo #prabowo #MakanBergiziGratis #MBGPapua #PapuaCintaIndonesia #GiziGenerasiPapua #PapuaMajuIndonesia #indonesiagelap #papua #Indonesia https://t.co/nF19R9qQxd;1,89E+34;NEGATIVE;26/01/2026
﻿nan;21/04/2025 23.59;Lapangan Kerja Hadir Lewat Makan Bergizi Gratis. #MakanBergiziGratis #LapanganKerja #DukungProgramMakanBergiziGratis #MBG https://t.co/My5QdO4IoG;1,91E+33;POSITIVE;26/01/2026
﻿nan;22/03/2025 19.01;Siapa kemarin yang koar koar mbg buat banyak lapangan pkerjaaan hahhh hahhhh huaaahhh?!!!;1,90E+34;NEUTRAL;26/01/2026
﻿nan;19/03/2025 15.40;Pemangkasan anggaran untuk program MBG dan alokasi investasi untuk BPI Danantara menghujam banyak sektor. Seluruh sektor harus mengerem aktivitasnya secara mendalam. 2 program yang belum jelas akurasi keberhasilannya merusak agenda program pada sektor lain.;1,90E+33;NEGATIVE;26/01/2026
﻿nan;06/05/2025 18.40;Kerja bareng Petugas MBG plus SOP Baru MBG di bawah supervisi Prabowo bikin keamanan makanan sekolah makin dapet https://t.co/1OYTYHHnx5;1,92E+34;NEUTRAL;26/01/2026
﻿nan;06/05/2025 23.56;Program MBG dapet sambutan positif dari sekolah dan orang tua siswa nih karena anak anak mereka bisa mendapatkan makanan yang bergizi dan gratis serta tidak ada lagi yang kelaparan saat belajar Lanjutkan MBG #MBGProgramBermanfaat #ENHYPEN https://t.co/59LMLnEHCU;1,92E+33;POSITIVE;26/01/2026
﻿nan;24/05/2025 23.08;Babinsa Koramil 06/Mergangsan Dampingi Distribusi MBG https://t.co/E5ieUPhSZ7;1,93E+34;NEUTRAL;26/01/2026
﻿nan;14/06/2025 21.09;Pemerintah Gencarkan Program Makan Bergizi Gratis untuk Generasi Emas #MBGUntukIndonesia https://t.co/IzcL8nX7uq;1,93E+34;POSITIVE;26/01/2026
﻿nan;17/02/2025 14.19;Di papua Adik Adik pelajar ditangkapin karena tidak setuju MBG...apakah ini demokrasi? Mereka adalah masa depan bangsa jangan di BUNGKAM #IndonesiaGelap https://t.co/8T5FioHTuN;1,89E+34;NEGATIVE;26/01/2026
﻿nan;15/04/2025 10.30;Saking parahnya foto MBG yg sebelum-sebelumnya yg ini jadi keliatan mendingan. Tapi ya tetep aja peogramnya busuk dari awal.;1,91E+33;NEGATIVE;26/01/2026
﻿nan;06/09/2025 09.58;Ceuk aing oge itu duit/anggaran daripada dipake buat MBG dan Sekolah Rakyat mending dipake buat perbaikan sekolah negeri yang ada termasuk peningkatan sarprasnya.;1,96E+33;NEGATIVE;26/01/2026
﻿nan;09/09/2025 10.20;MBG tunjukkin keseriusan pemerintah dengan makan bergizi gratis anggaran transparan at cost BPKP dan KPK aktif awasi seluruh prosesnya https://t.co/nDlJEgdIun;1,97E+34;NEUTRAL;26/01/2026
﻿nan;06/05/2025 22.57;@gustavssondhela Mau sidak yg keracunan MBG;1,92E+34;NEGATIVE;26/01/2026
﻿nan;15/05/2025 17.15;@blondfe Inisiatif Prabowo dan Badan Gizi Nasional bukain dapur MBG di Jayapura semoga bisa jadi solusi buat kebutuhan gizi warga;1,92E+33;POSITIVE;26/01/2026
﻿nan;22/10/2025 23.21;Nah ini menarik! Sekiolah rakyat bebas perundungan dan intoleransi. Anak anak jadi bisa bersekolah dengan nyaman dan menghargai perbedaan #mbg #gasssnow https://t.co/G9KXD1BYDa;1,98E+33;POSITIVE;26/01/2026
﻿nan;05/02/2025 16.48;Asli kalau prabowo batalin ikn mbg secara total aku akan jadi buzzer nya selama seminggu full;1,89E+33;NEGATIVE;26/01/2026
﻿nan;12/05/2025 23.29;Pusat masalah MBG tuh emang praktiknya secara konsep bagus tp gabisa pake sistem katering packing gini krn udh pasti makanan gabisa fresh. Mending berdayakan kantin sekolah aja atau kalo ga ada penjual2 deket sekolah diberdayakan buat jd juru masaknya;1,92E+34;NEGATIVE;26/01/2026
﻿nan;15/04/2025 12.32;Setiap generasi yang sehat dimulai dengan pemenuhan gizi yang baik. Mari Lanjutkan MBG untuk Indonesia yang lebih sehat dan kuat. #MBGPahlawanGiziUntukNegeri Rp 14.900 HQ_AGZEPS134 Jokowi Gojek Liga Champions https://t.co/1lVaBmplMX;1,91E+34;POSITIVE;26/01/2026
﻿nan;31/08/2025 10.18;Program-program yang tidak penting dan hanya menghabiskan anggaran juga seharusnya dihentikan. Contohnya seperti MBG. Kementerian dipangkas bukannya malah membentuk Kementerian baru.;1,96E+34;NEGATIVE;26/01/2026
﻿nan;28/08/2025 17.20;Joget gemoy dulu kalo anaknya keracunan MBG kalo suaminya kena PHK efek efisiensi kalo bayar listrik gas dll naik. Ga boleh emosi kan kalian milih jadi joget gemoy dulu ya;1,96E+34;NEGATIVE;26/01/2026
﻿nan;11/07/2025 08.22;MBG bawa gizi yang baik bagi Generasi Muda Indonesia #ManfaatMakanBergiziGratis #MakanBergiziGratis #ProgramMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/38KB1EWUCT;1,94E+34;POSITIVE;26/01/2026
﻿nan;08/06/2025 10.29;@merylnotstreep_ Ntr muncul ide MBG versi sarapan;1,93E+33;NEUTRAL;26/01/2026
﻿nan;12/10/2025 23.24;nungguin MBG @twistie_donut hari ini https://t.co/pLk8r70ain;1,98E+33;NEUTRAL;26/01/2026
﻿nan;07/08/2025 10.19;. Dansat Brimob Polda Jambi melakukan monitoring operasional Satuan Pelayanan Pemenuhan Gizi (SPPG) Polda Jambi Program Makan Bergizi Gratis (MBG). https://t.co/HrPr2bQQmY;1,95E+34;NEUTRAL;26/01/2026
﻿nan;26/02/2025 11.54;dan sejumlah pejabat Purwakarta lainnya mengunjungi sejumlah wilayah dan melakukan dialog seperti peninjauan di SPPG MBG Kodim 0619 di Jalan Veteran Penyerahan MBG dan Zoom Meeting Pelayanan KBKR di Kantor Kecamatan Purwakarta Kota https://t.co/4yqvc9bL7W;1,89E+33;NEUTRAL;26/01/2026
﻿nan;20/07/2025 14.35;Program Makan Bergizi Gratis (MBG) tidak hanya memperkuat pemerataan gizi anak-anak #MBG #GenerasiEmas #EkonomiLokal #IndonesiaMaju https://t.co/VZXlbF6GTE;1,95E+34;POSITIVE;26/01/2026
﻿nan;27/10/2025 15.00;Rancangan Undang-Undang tentang RAPBN 2026 telah disetujui oleh DPR RI pada Selasa (23/9). Salah satu prioritas terbesar APBN 2026 terletak pada program Makan Bergizi Gratis (MBG) yang mencapai Rp 335 triliun. #detikfinance #BGN #MBG #Anggaran https://t.co/Da0g5KcoZn;1,98E+33;NEUTRAL;26/01/2026
﻿nan;24/10/2025 05.26;Bu Helda Khasmy andai aja bisa objektif program MBG bukan cuma soal gizi anak tapi juga penggerak ekonomi yg buka banyak lapangan kerja. Tapi kalau dasarnya sudah benci di kasi fakta juga tetep ga terima https://t.co/ut38Xy5GzD;1,98E+34;POSITIVE;26/01/2026
﻿nan;04/08/2025 21.41;NAH KERACUNAN LAGI BAH..! 400 Siswa di Kulon Progo Keracunan MBG Sumber Makanan Masih Diselidiki https://t.co/zfsa44PNRD lewat @BERGELORA.COM https://t.co/y8AE25Ha0L;1,95E+34;NEGATIVE;26/01/2026
﻿nan;15/10/2025 15.53;Setelah sempat berhenti beroperasi selama tiga hari dua Dapur Makan Bergizi Gratis (MBG) di Kabupaten Jepara akhirnya kembali beroperasi pada Kamis 16 Oktober 2025. #suaramerdeka #suaramerdekacom #suaramerdekanetwork #dapurmbg #mbg #makanbergizigratis #jepara #beroperasi https://t.co/cgqeHWiruq;1,98E+34;NEUTRAL;26/01/2026
﻿nan;15/04/2025 22.11;Prabowo Wujudkan Indonesia Bebas Kelaparan dengan Makan Bergizi Gratis #ProgramMBGSegera100persen https://t.co/7Fp83ZGbun;1,91E+33;POSITIVE;26/01/2026
﻿nan;23/02/2025 19.56;Buat kamu yang masih bingung mencari accecoris untuk diri sendiri atau hadiah bisa mampir ke MBG banyak toko dan banyak pilihan acecoris yag dijual disana #malbaligaleria #familymall #accecoris https://t.co/7VrmsKQXHp;1,89E+33;NEUTRAL;26/01/2026
﻿nan;07/08/2025 14.35;32 Anak Cidolog Sukabumi Keracunan MBG Alami Gejala Muntah dan Diare https://t.co/fiw0CcYBZm;1,95E+33;NEGATIVE;26/01/2026
﻿nan;13/03/2025 12.45;dukungan penuh buat program MBG! Kesehatan jadi lebih terjaga https://t.co/FQbfxhDgRO;1,90E+34;POSITIVE;26/01/2026
﻿nan;21/09/2025 15.28;Generasi sehat dimulai dari perut yang terisi gizi seimbang. Program Makan Bergizi Gratis (MBG) hadir untuk memastikan anak bangsa tumbuh kuat cerdas dan siap bersaing! #HAMuntukSemua #BanggaMelayaniBangsa #KemenHAM #KalimantanTimur #KalimantanUtara https://t.co/R5eNfJ6NF5;1,97E+34;POSITIVE;26/01/2026
﻿nan;22/10/2025 00.17;KEBERSAMAAN DALAM SEBUAH OMPRENG MBG Di tengah hiruk-pikuk sekolah program Makan Bersama (MBG) bukan sekadar rutinitas harian yang memastikan setiap siswa mendapatkan asupan gizi seimbang untuk mendukung pertumbuhan fisik dan konsentrasi belajar. Lebih dari itu MBG muncul https://t.co/uQogZTTJSd;1,98E+33;POSITIVE;26/01/2026
﻿nan;05/02/2025 13.49;Pengentasan kemiskinan menjadi salah satu prioritas Presiden @prabowo. Upaya percepatan dilakukan melalui program MBG serta pemberdayaan masyarakat seperti Program Keluarga Harapan (PKH) @GusIpul_ID @agusjabo333 @KemensosRI #KemensosSelaluAda https://t.co/abRzGulrbI;1,89E+34;NEUTRAL;26/01/2026
﻿nan;28/03/2025 22.24;Dewan Adat Papua dukung MBG untuk anak-anak Papua Kasur Prof. Dr. Ir YandriSusanto Intel Olla Buna Tidur Penyelam Teddy Cerai Ridwan Kamil Gempa Banjir Fufufafa Bunted UUTNI RUUPolri INDONESIA KAWAL SAMPAI MENANG mudik Nyepi Zakat diantar pks Terimakasih https://t.co/E2CdjMuTZa;1,91E+34;NEUTRAL;26/01/2026
﻿nan;08/07/2025 11.46;Program MBG bantu lahirkan generasi sehat dan tangguh. #MakanBergiziGratis #GenerasiSehat #IndonesiaMaju https://t.co/FcxA9FBMHz;1,94E+34;POSITIVE;26/01/2026
﻿nan;21/04/2025 13.20;Bhabinkamtibmas kelurahan Sorosutan Aiptu Ali Mashadi bersama Babinsa melaksanakan kegiatan pengamanan dan Monitoring Penyaluran Program Makan Bergizi Gratis (MBG) di sekolahan yang ada di wilayah Kelurahan Sorosutan. Senin (21/4/2025). https://t.co/5xqIF4l5JO;1,91E+34;NEUTRAL;26/01/2026
﻿nan;09/10/2025 23.44;Program Makan Bergizi Gratis bukan cuma bawa keceriaan di jam istirahat tapi juga asupan gizi seimbang buat tumbuh kembang anak-anak. Anak sehat semangat belajar pun meningkat! #ProgramMBG #AnakSehatBangsaKuat https://t.co/aGyfk7xbR9;1,98E+34;POSITIVE;26/01/2026
﻿nan;15/03/2025 05.33;Negara kita stagnan selama 70 tahun dengan sistem pemerintahan yang gitu-gitu aja. Apakah kebijakan2 radikal seperti danantara MBG pindah ibukota hutang gila2an untuk infrastruktur adalah kebijakan yang tepat tapi kitanya aja yng konservatif?;1,90E+34;NEUTRAL;26/01/2026
